ID;Ürün Adı;Fiyat (EUR);Marka;Kategori;Kategori Kodu;Ürün Kodu;Spec: displacement_cm3
1549;CAREL IRELF0EN265 (R33);120.00;Carel;Elektronik Kontrolörler;controller;LF4093532;
1550;CAREL IRELF0HN245 (R33);120.00;Carel;Elektronik Kontrolörler;controller;379509;
1551;CAREL IRIAF0EHA1 (R33);120.00;Carel;Elektronik Kontrolörler;controller;LF5072869;
1552;CAREL IRELC0HN215 (R33);120.00;Carel;Elektronik Kontrolörler;controller;LF4091642;
1553;CAREL IR33C00N00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;LF3445227;
1554;CAREL IR33C0LB00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;378181;
1555;CAREL IR33C0LN00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;378182;
1556;CAREL PB00S0EA00;120.00;Carel;Elektronik Kontrolörler;controller;378479;
1557;CAREL SHORT;120.00;Carel;Elektronik Kontrolörler;controller;LF3445223;
1558;CAREL PB00Y0EV30;120.00;Carel;Elektronik Kontrolörler;controller;LF3445221;
1559;CAREL PB00C0SN30;120.00;Carel;Elektronik Kontrolörler;controller;LF3445218;
1560;CAREL PB00F0HA00;120.00;Carel;Elektronik Kontrolörler;controller;378480;
1561;CAREL PB00F0HA10;120.00;Carel;Elektronik Kontrolörler;controller;LF3445488;
1562;CAREL PB00C0HN00 - 30A Comp-16A Def-8A Fan-8A Aux/Light;120.00;Carel;Elektronik Kontrolörler;controller;LF3445373;
1563;CAREL PB00H0HN00 - 30A Comp-16A Def-8A Fan-8A Aux/Light-8A Aux2;120.00;Carel;Elektronik Kontrolörler;controller;LF3445349;
1564;CAREL PB00H0HB00 30A Comp-16A Def-8A Fan-8A Aux/Light-8A Aux2;120.00;Carel;Elektronik Kontrolörler;controller;378652;
1565;CAREL PSBIA01110 2Hp Comp-16A Def-10A Fan-10A Alarm-16A Light-10A Heater;120.00;Carel;Elektronik Kontrolörler;controller;LF3445424;
1566;CAREL PJEZC8I040;120.00;Carel;Elektronik Kontrolörler;controller;LF5087242;
1567;CAREL Suitable;120.00;Carel;Elektronik Kontrolörler;controller;LF5090596;
1568;CAREL PST01VR100;120.00;Carel;Elektronik Kontrolörler;controller;LF3390390;
1569;PSTIALR400;25.00;;Problar & Sensörler;probe;LF3390388;
1570;CAREL DN33S0EN00;120.00;Carel;Elektronik Kontrolörler;controller;LF3445212;
1571;CAREL DN33F0ET00;120.00;Carel;Elektronik Kontrolörler;controller;LF3445202;
1572;CAREL DN33C0LB00;120.00;Carel;Elektronik Kontrolörler;controller;LF3445213;
1573;CAREL MX30M21HO0;120.00;Carel;Elektronik Kontrolörler;controller;378784;
1574;CAREL MX30M24HO0;120.00;Carel;Elektronik Kontrolörler;controller;378786;
1575;CAREL MX30M25HO0;120.00;Carel;Elektronik Kontrolörler;controller;378785;
1576;DANFOSS ERC111A-080G3231;120.00;Danfoss;Elektronik Kontrolörler;controller;LF5236609;
1577;DANFOSS ERC112C-080G3218;120.00;Danfoss;Elektronik Kontrolörler;controller;LF5236610;
1578;DANFOSS ERC112D-080G3213;120.00;Danfoss;Elektronik Kontrolörler;controller;LF5236614;
1579;DANFOSS ERC113D-080G3253;120.00;Danfoss;Elektronik Kontrolörler;controller;LF5236615;
1580;DANFOSS RDI107A-080G3241;120.00;Danfoss;Elektronik Kontrolörler;controller;LF5237581;
1581;DANFOSS ERC211-080G3454;120.00;Danfoss;Elektronik Kontrolörler;controller;379821;
1582;DANFOSS ERC213-080G3458;120.00;Danfoss;Elektronik Kontrolörler;controller;LF5237580;
1583;DANFOSS ERC214-080G3295;120.00;Danfoss;Elektronik Kontrolörler;controller;381645;
1584;EVCO EVK202N7;120.00;Evco;Elektronik Kontrolörler;controller;378774;
1585;EVCO EVK203N7;120.00;Evco;Elektronik Kontrolörler;controller;378154;
1586;EVCO EVK214N9;120.00;Evco;Elektronik Kontrolörler;controller;LF3445409;
1587;EVCO EV3X21N7;120.00;Evco;Elektronik Kontrolörler;controller;378443;
1588;EVCO EV3B31N7;120.00;Evco;Elektronik Kontrolörler;controller;378444;
1589;EVCO EV3B32N7;120.00;Evco;Elektronik Kontrolörler;controller;LF3445481;
1590;EVCO EV3B33N7;120.00;Evco;Elektronik Kontrolörler;controller;378445;
1591;EVCO EV3B43N7;120.00;Evco;Elektronik Kontrolörler;controller;LF3445513;
1592;EVCO EV3121N7;120.00;Evco;Elektronik Kontrolörler;controller;LF3445514;
1593;EVCO EV3122N7;120.00;Evco;Elektronik Kontrolörler;controller;LF3445515;
1594;EVCO EV3123N7;120.00;Evco;Elektronik Kontrolörler;controller;LF3445516;
1595;EVCO EV3294N9;120.00;Evco;Elektronik Kontrolörler;controller;378631;
1596;EVCO EVR202N7;120.00;Evco;Elektronik Kontrolörler;controller;LF3445404;
1597;EVCO EVR203N7;120.00;Evco;Elektronik Kontrolörler;controller;LF3445483;
1598;EVCO EVR204N7;120.00;Evco;Elektronik Kontrolörler;controller;378357;
1599;EVCO EVRS204N9;120.00;Evco;Elektronik Kontrolörler;controller;LF3445484;
1600;EVCO EVX003N7XXBXX02;120.00;Evco;Elektronik Kontrolörler;controller;381444;
1601;EVCO CT1SA0020402;120.00;Evco;Elektronik Kontrolörler;controller;LF5028759;
1602;EVCO EVF205;120.00;Evco;Elektronik Kontrolörler;controller;LF3445511;
1603;EVCO EVJ203N2VX3WXX2;120.00;Evco;Elektronik Kontrolörler;controller;378778;
1604;LAE CD5-01WHRB;120.00;LAE;Elektronik Kontrolörler;controller;LF3445680;
1605;LAE CD5-01WHRW;120.00;LAE;Elektronik Kontrolörler;controller;LF3445679;
1606;LAE CR5-01WHR;120.00;LAE;Elektronik Kontrolörler;controller;LF5236677;
1607;LAE AC1-5TS2RW-A;120.00;LAE;Elektronik Kontrolörler;controller;LF7106476;
1608;LAE LTR-5CSRE-A;120.00;LAE;Elektronik Kontrolörler;controller;LF2102285;
1609;LAE AT1-5AS5E-G;120.00;LAE;Elektronik Kontrolörler;controller;379762;
1610;LAE AT1-5AS5E-AG;120.00;LAE;Elektronik Kontrolörler;controller;LF3445485;
1611;LAE AT1-5BQ4E-BG;120.00;LAE;Elektronik Kontrolörler;controller;LF2102845;
1612;LAE AT1-5BS6E-BGK;120.00;LAE;Elektronik Kontrolörler;controller;LF3445261;
1613;LAE AT1-5BS6E-AG;120.00;LAE;Elektronik Kontrolörler;controller;378681;
1614;LAE DSY;120.00;LAE;Elektronik Kontrolörler;controller;379764;
1615;LAE AD-32S35W-B;120.00;LAE;Elektronik Kontrolörler;controller;379772;
1616;LAE BR1-27C1S5W-B;120.00;LAE;Elektronik Kontrolörler;controller;LF3445493;
1617;LAE;120.00;LAE;Elektronik Kontrolörler;controller;378414;
1618;Remote display SMD12RU20;25.00;;Problar & Sensörler;probe;403465;
1619;LAE BR1-28C1S5W-B;120.00;LAE;Elektronik Kontrolörler;controller;379803;
1620;LAE Remote display DU5S;120.00;LAE;Elektronik Kontrolörler;controller;381380;
1621;LAE BIT25B13E-A;120.00;LAE;Elektronik Kontrolörler;controller;403458;
1622;LAE BD1-28C1S5W-B;120.00;LAE;Elektronik Kontrolörler;controller;378253;
1623;LAE Remote display LCD-5S;120.00;LAE;Elektronik Kontrolörler;controller;403459;
1624;AKO D14112;120.00;Ako;Elektronik Kontrolörler;controller;379591;
1625;AKO D14123;120.00;Ako;Elektronik Kontrolörler;controller;379460;
1626;AKO D14123-2;120.00;Ako;Elektronik Kontrolörler;controller;379507;
1627;AKO D14212;120.00;Ako;Elektronik Kontrolörler;controller;379797;
1628;AKO D14223;120.00;Ako;Elektronik Kontrolörler;controller;379314;
1629;AKO D14323;120.00;Ako;Elektronik Kontrolörler;controller;379456;
1630;AKO D14423;120.00;Ako;Elektronik Kontrolörler;controller;378426;
1631;ELECTRONIC CONTROLLERS BETA RC (LF3445551);120.00;;Elektronik Kontrolörler;controller;LF3445551;
1632;RC31-6004-II;120.00;;Elektronik Kontrolörler;controller;LF3744059;
1633;E31-DR-VVIABI;120.00;;Elektronik Kontrolörler;controller;378666;
1634;Z31A-GR;120.00;;Elektronik Kontrolörler;controller;LF3445185;
1635;Z31A-HR;120.00;;Elektronik Kontrolörler;controller;381579;
1636;Z31-GR;120.00;;Elektronik Kontrolörler;controller;LF3445187;
1637;Z31-HR;120.00;;Elektronik Kontrolörler;controller;LF3445188;
1638;Secop TLY25H;120.00;Secop;Elektronik Kontrolörler;controller;378439;
1639;Z31Y-HS;120.00;;Elektronik Kontrolörler;controller;381435;
1640;Z31Y-HRR;120.00;;Elektronik Kontrolörler;controller;LF3445189;
1641;Y39-HRR;120.00;;Elektronik Kontrolörler;controller;379363;
1642;Y39-GRRR;120.00;;Elektronik Kontrolörler;controller;379210;
1643;Y39-HRRR;120.00;;Elektronik Kontrolörler;controller;381502;
1644;Y39C-HRRR;120.00;;Elektronik Kontrolörler;controller;LF3445510;
1645;Secop TLW24RRR;120.00;Secop;Elektronik Kontrolörler;controller;LF3445193;
1646;REF-DF-SM;120.00;;Elektronik Kontrolörler;controller;379494;
1647;REF-FR-SM;120.00;;Elektronik Kontrolörler;controller;379493;
1648;REF-FR-SB;120.00;;Elektronik Kontrolörler;controller;379495;
1649;REF-FR-SP;120.00;;Elektronik Kontrolörler;controller;379492;
1650;Flat cable;120.00;;Elektronik Kontrolörler;controller;400339;
1651;EKT511I;120.00;;Elektronik Kontrolörler;controller;703619;
1652;EKT8;120.00;;Elektronik Kontrolörler;controller;703620;
1653;EKTDIN;120.00;;Elektronik Kontrolörler;controller;703621;
1654;KLH11;120.00;;Elektronik Kontrolörler;controller;703612;
1655;KLT11BB;120.00;;Elektronik Kontrolörler;controller;703623;
1656;KLT11-D;120.00;;Elektronik Kontrolörler;controller;703615;
1657;KLT11-DS;120.00;;Elektronik Kontrolörler;controller;703614;
1658;KLT13;120.00;;Elektronik Kontrolörler;controller;703616;
1659;KLT21-M;120.00;;Elektronik Kontrolörler;controller;703628;
1660;KLT22Z;120.00;;Elektronik Kontrolörler;controller;703622;
1661;KLT23;120.00;;Elektronik Kontrolörler;controller;703617;
1662;KLT33;120.00;;Elektronik Kontrolörler;controller;703618;
1663;KLT33ST;120.00;;Elektronik Kontrolörler;controller;703627;
1664;KLTH43;120.00;;Elektronik Kontrolörler;controller;703613;
1665;KLTIMER;120.00;;Elektronik Kontrolörler;controller;703629;
1666;ST11;120.00;;Elektronik Kontrolörler;controller;703624;
1667;ST23I;120.00;;Elektronik Kontrolörler;controller;703625;
1668;ST33I;120.00;;Elektronik Kontrolörler;controller;703626;
1669;KLT01-NR230C;120.00;;Elektronik Kontrolörler;controller;703609;
1670;EKTBIG01R230C;120.00;;Elektronik Kontrolörler;controller;703610;
1671;EKTBIG01B230C;120.00;;Elektronik Kontrolörler;controller;703611;
1672;PSNTC20;120.00;;Elektronik Kontrolörler;controller;703630;
1673;SDTYCANTC20;120.00;;Elektronik Kontrolörler;controller;703631;
1674;CAPTC20;120.00;;Elektronik Kontrolörler;controller;703632;
1675;KLSH03;120.00;;Elektronik Kontrolörler;controller;703633;
1676;KL Key;120.00;;Elektronik Kontrolörler;controller;703634;
1677;RANCO RB-800P;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445617;
1678;RANCO RB-8000P;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445618;
1679;RANCO RDT-1110;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445697;
1680;RANCO RDT-3210;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445698;
1681;RANCO RDT-2210;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445699;
1682;RANCO plastic protection;120.00;Ranco;Elektronik Kontrolörler;controller;LF7101290;
1683;RANCO Plastic protection for standard formats (71x29) on terminal blocks;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445442;
1684;RANCO plastic adapter reduce hole from 150x31 mm to 71x29 mm;120.00;Ranco;Elektronik Kontrolörler;controller;378551;
1685;RANCO aluminium adapter reduce hole from 150x31 mm to 138x29 mm;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445407;
1686;RANCO plastic adapter EVCO for EVS;120.00;Ranco;Elektronik Kontrolörler;controller;381303;
1687;RANCO Description;120.00;Ranco;Elektronik Kontrolörler;controller;378227;
1688;RANCO FRONT PANELS FOR EWBOX;120.00;Ranco;Elektronik Kontrolörler;controller;LF3445056;
1689;RANCO;120.00;Ranco;Elektronik Kontrolörler;controller;698759;
1690;EVHP523;25.00;;Problar & Sensörler;probe;378076;
1691;EWHS 2840/W;25.00;;Problar & Sensörler;probe;378726;
1692;EWHS 3040;25.00;;Problar & Sensörler;probe;378727;
1693;XH20P;25.00;;Problar & Sensörler;probe;403390;
1694;DPPC110000;25.00;;Problar & Sensörler;probe;LF3445309;
1695;FWPA 007;25.00;;Problar & Sensörler;probe;LF3445052;
1696;FWPA 030;25.00;;Problar & Sensörler;probe;LF3445053;
1697;ALCO PT5B-10M 808360;25.00;;Problar & Sensörler;probe;LF5239661;
1698;ALCO PT5B-30M 808362;25.00;;Problar & Sensörler;probe;LF5239662;
1699;ALCO PT5B-18M 808361;25.00;;Problar & Sensörler;probe;LF5239663;
1700;ALCO PT5B-50M 808365;25.00;;Problar & Sensörler;probe;LF5239664;
1701;CAREL SPKT0031C0;25.00;;Problar & Sensörler;probe;LF2102430;
1702;CAREL SPKT0011C0;25.00;;Problar & Sensörler;probe;LF2102429;
1703;CAREL SPKT0013P0;25.00;;Problar & Sensörler;probe;LF5109943;
1704;CAREL SPKT00B1C0;25.00;;Problar & Sensörler;probe;LF5239660;
1705;PTC;25.00;;Problar & Sensörler;probe;378699;
1706;NTC;25.00;;Problar & Sensörler;probe;378699;
1707;PT1000;25.00;;Problar & Sensörler;probe;378702;
1708;NTC 2K;25.00;;Problar & Sensörler;probe;379784;
1709;NTC 10K;25.00;;Problar & Sensörler;probe;379805;
1710;XV105D-50DN0;80.00;;Elektrik & Kontrol;electrical;LF3240688;
1711;FASEC 33;25.00;;Problar & Sensörler;probe;402946;
1712;OCTAL ES8;150.00;;Kondenserler;condenser;380137;
1713;for condenser fan (LF3445063);150.00;;Kondenserler;condenser;LF3445063;
1714;W09HRB;80.00;;Elektrik & Kontrol;electrical;378233;
1715;W09YHRRRB;80.00;;Elektrik & Kontrol;electrical;378234;
1716;DIXELL XLR170;80.00;Dixell;Elektrik & Kontrol;electrical;378525;
1717;DIXELL XER140P -5N1000;80.00;Dixell;Elektrik & Kontrol;electrical;LF5240836;
1718;DIXELL XER160P -5N1040;80.00;Dixell;Elektrik & Kontrol;electrical;LF5240837;
1719;DIXELL XER241P -5N1000;80.00;Dixell;Elektrik & Kontrol;electrical;LF5240838;
1720;DIXELL XER261P -5N1040;80.00;Dixell;Elektrik & Kontrol;electrical;LF5240839;
1721;AKO;80.00;Ako;Elektrik & Kontrol;electrical;378042;
1722;ELIWELL supply;80.00;Eliwell;Elektrik & Kontrol;electrical;378217;
1723;ELIWELL COLDFACE NT EWRC300;80.00;Eliwell;Elektrik & Kontrol;electrical;378713;
1724;ELIWELL COLDFACE NT EWRC500;80.00;Eliwell;Elektrik & Kontrol;electrical;378316;
1725;ELIWELL COLDFACE NT EWRC500 W/B 5-2Hp/16A/8A/8A/16A;80.00;Eliwell;Elektrik & Kontrol;electrical;378447;
1726;ELIWELL Relay;80.00;Eliwell;Elektrik & Kontrol;electrical;LF3445639;
1727;CAREL WE00S1EN00;80.00;Carel;Elektrik & Kontrol;electrical;LF3545005;
1728;CAREL WE00C2HN00;80.00;Carel;Elektrik & Kontrol;electrical;378549;
1729;CAREL MD33D5EN00;80.00;Carel;Elektrik & Kontrol;electrical;378176;
1730;CAREL MD33D5FB00;80.00;Carel;Elektrik & Kontrol;electrical;378146;
1731;CAREL Outputs;80.00;Carel;Elektrik & Kontrol;electrical;LF3445584;
1732;CAREL Single-phase;80.00;Carel;Elektrik & Kontrol;electrical;LF3445331;
1733;CAREL Three-phase;80.00;Carel;Elektrik & Kontrol;electrical;551479;
1734;ECP 200 BASE 4;80.00;;Elektrik & Kontrol;electrical;LF3445340;
1735;ECP 208 (Eliwell IS974LX +;80.00;;Elektrik & Kontrol;electrical;LF3445350;
1736;Single-phase;80.00;;Elektrik & Kontrol;electrical;378692;
1737;Threephase;80.00;;Elektrik & Kontrol;electrical;LF3445343;
1738;Complete recharge time 110h;;;Soğuk Oda Yedek Parçaları;sparepart;LF3445345;
1739;P100AP-306D;45.00;;Basınç Şalterleri;pressureswitch;542285;
1740;P100CP-102D;45.00;;Basınç Şalterleri;pressureswitch;LF3320137;
1741;P100CP-104D;45.00;;Basınç Şalterleri;pressureswitch;LF3320140;
1742;P100CP-106D;45.00;;Basınç Şalterleri;pressureswitch;LF3320138;
1743;P100CP-107D;45.00;;Basınç Şalterleri;pressureswitch;LF3320261;
1744;DANFOSS ACB-2UA428W;45.00;Danfoss;Basınç Şalterleri;pressureswitch;542487;
1745;DANFOSS ACB-2UA574W;45.00;Danfoss;Basınç Şalterleri;pressureswitch;542133;
1746;DANFOSS ACB-2UB131W;45.00;Danfoss;Basınç Şalterleri;pressureswitch;LF3320252;
1747;DANFOSS ACB-2UB178;45.00;Danfoss;Basınç Şalterleri;pressureswitch;LF5038870;
1748;DANFOSS ACB-2UA459W;45.00;Danfoss;Basınç Şalterleri;pressureswitch;542132;
1749;RANCO NSDHA00D39105;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320131;
1750;RANCO O17-R4701 Dual Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320270;
1751;RANCO O17-R4705 Dual Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320271;
1752;RANCO O17-R4758 Dual Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320272;
1753;RANCO O17-R4759 Dual Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320273;
1754;RANCO O16-R6703 Single Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320278;
1755;RANCO O16-R6705 Single Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF5157973;
1756;RANCO O16-R6750 Single Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320281;
1757;RANCO O16-R6751 Single Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320282;
1758;RANCO O16-R6758 Single Heavy;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320283;
1759;RANCO LPS-0 6-1 8 Mini Low;45.00;Ranco;Basınç Şalterleri;pressureswitch;LF3320289;
1760;LPS-1 7-3 4 Mini Low;45.00;;Basınç Şalterleri;pressureswitch;LF3320290;
1761;LPS-3 8-5 9 Mini Low;45.00;;Basınç Şalterleri;pressureswitch;LF3320291;
1762;LPS-6 9-9 0 Mini Low;45.00;;Basınç Şalterleri;pressureswitch;LF3320292;
1763;Pressure switch (LF3320293);45.00;;Basınç Şalterleri;pressureswitch;LF3320293;
1764;DANFOSS KP1 060-1101;45.00;Danfoss;Basınç Şalterleri;pressureswitch;541464;
1765;DANFOSS KP5 060-5133;45.00;Danfoss;Basınç Şalterleri;pressureswitch;LF3320253;
1766;DANFOSS KP5 060-5096;45.00;Danfoss;Basınç Şalterleri;pressureswitch;541462;
1767;DANFOSS KP7W 060-1190;45.00;Danfoss;Basınç Şalterleri;pressureswitch;541467;
1768;DANFOSS KP15 060-5071;45.00;Danfoss;Basınç Şalterleri;pressureswitch;542468;
1769;DANFOSS KP17W 060-1275;45.00;Danfoss;Basınç Şalterleri;pressureswitch;541469;
1770;elbow bracket;45.00;;Basınç Şalterleri;pressureswitch;LF3320906;
1771;CASTEL Direct action;60.00;Castel;Solenoid Valfler;solenoidvalve;370150;
1772;CASTEL Diaphragm;60.00;Castel;Solenoid Valfler;solenoidvalve;370152;
1773;CASTEL HF2;60.00;Castel;Solenoid Valfler;solenoidvalve;371321;
1774;CASTEL CM2;60.00;Castel;Solenoid Valfler;solenoidvalve;371084;
1775;CASTEL PG9;60.00;Castel;Solenoid Valfler;solenoidvalve;371304;
1776;V3SM6;60.00;;Solenoid Valfler;solenoidvalve;LF3120345;
1777;V8F3;60.00;;Solenoid Valfler;solenoidvalve;LF3120212;
1778;V8SM10;60.00;;Solenoid Valfler;solenoidvalve;LF3120346;
1779;V13F4;60.00;;Solenoid Valfler;solenoidvalve;LF3120218;
1780;V13SM12;60.00;;Solenoid Valfler;solenoidvalve;LF3120219;
1781;V19SM16;60.00;;Solenoid Valfler;solenoidvalve;LF3120221;
1782;WB4.5;60.00;;Solenoid Valfler;solenoidvalve;371316;
1783;WB8.0;60.00;;Solenoid Valfler;solenoidvalve;LF1199215;
1784;YB09;60.00;;Solenoid Valfler;solenoidvalve;LF5037619;
1785;YB14;60.00;;Solenoid Valfler;solenoidvalve;LF3120606;
1786;Copeland ZB09;60.00;Copeland;Solenoid Valfler;solenoidvalve;371029;
1787;Copeland ZB15;60.00;Copeland;Solenoid Valfler;solenoidvalve;371330;
1788;RT14;60.00;;Solenoid Valfler;solenoidvalve;371339;
1789;A-22;60.00;;Solenoid Valfler;solenoidvalve;371091;
1790;B-32;60.00;;Solenoid Valfler;solenoidvalve;371090;
1791;DANFOSS EVR3-32F8107;60.00;Danfoss;Solenoid Valfler;solenoidvalve;370159;
1792;DANFOSS EVR3-32F1207;60.00;Danfoss;Solenoid Valfler;solenoidvalve;370160;
1793;DANFOSS EVR6-32L8072;60.00;Danfoss;Solenoid Valfler;solenoidvalve;370161;
1794;DANFOSS EVR6-32L1213;60.00;Danfoss;Solenoid Valfler;solenoidvalve;370287;
1795;DANFOSS EVR10-32L8095;60.00;Danfoss;Solenoid Valfler;solenoidvalve;370163;
1796;DANFOSS EVR10-32L1218;60.00;Danfoss;Solenoid Valfler;solenoidvalve;370289;
1797;DANFOSS AY240C 042N4231;60.00;Danfoss;Solenoid Valfler;solenoidvalve;LF3120246;
1798;DANFOSS with cable (3 wire);60.00;Danfoss;Solenoid Valfler;solenoidvalve;LF3120607;
1799;SANHUA Bobina AKV 17W IP20 (R290);80.00;Sanhua;Valfler & Genleşme Valfleri;valve;LF3120208;
1800;DANFOSS with terminal box;60.00;Danfoss;Solenoid Valfler;solenoidvalve;371040;
1801;COPPER FILTERS (750794);35.00;;Filtreler & Kurutucular;filter;750794;
1802;DENA MG111;35.00;Dena;Filtreler & Kurutucular;filter;LF3160269;
1803;DENA MG112;35.00;Dena;Filtreler & Kurutucular;filter;LF3160270;
1804;DENA MG213;35.00;Dena;Filtreler & Kurutucular;filter;LF3160271;
1805;DENA MG122;35.00;Dena;Filtreler & Kurutucular;filter;LF3160272;
1806;DENA MG223;35.00;Dena;Filtreler & Kurutucular;filter;LF3160273;
1807;DENA MG224;35.00;Dena;Filtreler & Kurutucular;filter;LF3160274;
1808;DENA MG233;35.00;Dena;Filtreler & Kurutucular;filter;LF3160275;
1809;DENA MG234;35.00;Dena;Filtreler & Kurutucular;filter;LF3160276;
1810;DENA MG244;35.00;Dena;Filtreler & Kurutucular;filter;LF3160277;
1811;DENA MG345;35.00;Dena;Filtreler & Kurutucular;filter;LF3160278;
1812;CASTEL mm - in;35.00;Castel;Filtreler & Kurutucular;filter;750082;
1813;CASTEL;35.00;Castel;Filtreler & Kurutucular;filter;LF3660016;
1814;CASTEL DF303/2;35.00;Castel;Filtreler & Kurutucular;filter;750040;
1815;CASTEL DF303/2S;35.00;Castel;Filtreler & Kurutucular;filter;750038;
1816;CASTEL DF305/2S;35.00;Castel;Filtreler & Kurutucular;filter;750039;
1817;CASTEL DF316/2;35.00;Castel;Filtreler & Kurutucular;filter;750079;
1818;CASTEL DF303/3;35.00;Castel;Filtreler & Kurutucular;filter;750427;
1819;CASTEL DF305/3;35.00;Castel;Filtreler & Kurutucular;filter;750042;
1820;CASTEL DF316/3;35.00;Castel;Filtreler & Kurutucular;filter;750046;
1821;CASTEL DF316/4;35.00;Castel;Filtreler & Kurutucular;filter;750081;
1822;CASTEL DF330/4;35.00;Castel;Filtreler & Kurutucular;filter;LF3160552;
1823;CASTEL DF330/5;35.00;Castel;Filtreler & Kurutucular;filter;LF3160550;
1824;CASTEL Filters (R290/R600A);35.00;Castel;Filtreler & Kurutucular;filter;750562;
1825;Castel DI305N/2;35.00;Castel;Filtreler & Kurutucular;filter;LF3660018;
1826;Castel DI305N/2S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660019;
1827;Castel DI305N/3;35.00;Castel;Filtreler & Kurutucular;filter;LF3660020;
1828;Castel DI305N/3S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660023;
1829;Castel DI305N/M10S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660024;
1830;Castel DI308N/2;35.00;Castel;Filtreler & Kurutucular;filter;LF5148854;
1831;Castel DI308N/2S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660025;
1832;Castel DI308N/3;35.00;Castel;Filtreler & Kurutucular;filter;LF3660026;
1833;Castel DI308N/3S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660027;
1834;Castel DI308N/M10S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660028;
1835;Castel DI308N/M12S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660029;
1836;Castel DI308N/4;35.00;Castel;Filtreler & Kurutucular;filter;LF3660030;
1837;Castel DI308N/4S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660031;
1838;Castel DI316N/3;35.00;Castel;Filtreler & Kurutucular;filter;LF3660032;
1839;Castel DI316N/3S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660033;
1840;Castel DI316N/M10S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660034;
1841;Castel DI316N/4;35.00;Castel;Filtreler & Kurutucular;filter;LF3660021;
1842;Castel DI316N/4S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660022;
1843;Castel DI316N/5;35.00;Castel;Filtreler & Kurutucular;filter;LF3660036;
1844;Castel DI316N/5S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660037;
1845;Castel DI330N/4S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660038;
1846;Castel DI330N/5;35.00;Castel;Filtreler & Kurutucular;filter;LF3660039;
1847;Castel DI330N/5S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660040;
1848;Castel DI330N/6;35.00;Castel;Filtreler & Kurutucular;filter;LF3660041;
1849;Castel DI330N/6S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660042;
1850;Castel DI330N/7S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660043;
1851;Castel DI341N/4S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660044;
1852;Castel DI341N/5;35.00;Castel;Filtreler & Kurutucular;filter;LF3660045;
1853;Castel DI341N/5S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660046;
1854;Castel DI341N/6;35.00;Castel;Filtreler & Kurutucular;filter;LF3660047;
1855;Castel DI341N/7S;35.00;Castel;Filtreler & Kurutucular;filter;LF3660048;
1856;DANFOSS DCL 032;35.00;Danfoss;Filtreler & Kurutucular;filter;750037;
1857;DANFOSS DCL 052;35.00;Danfoss;Filtreler & Kurutucular;filter;750664;
1858;DANFOSS DML 052;35.00;Danfoss;Filtreler & Kurutucular;filter;750032;
1859;DANFOSS DCL 052S;35.00;Danfoss;Filtreler & Kurutucular;filter;750672;
1860;DANFOSS DCL 082;35.00;Danfoss;Filtreler & Kurutucular;filter;750034;
1861;DANFOSS DCL 082S;35.00;Danfoss;Filtreler & Kurutucular;filter;750671;
1862;DANFOSS DCL 162;35.00;Danfoss;Filtreler & Kurutucular;filter;750428;
1863;DANFOSS DCL 053;35.00;Danfoss;Filtreler & Kurutucular;filter;750663;
1864;DANFOSS DCL 083;35.00;Danfoss;Filtreler & Kurutucular;filter;750035;
